order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_fraud
133.56,USD,BR,GB,1,6,0.0228,0.0104,0,0,2,0
22.11,EUR,GB,CN,1,7,0.1673,0.02,1,1,0,0
26.63,USD,DE,IN,1,6,0.1227,0.0204,0,1,4,0
51.76,AUD,AU,FR,1,11,0.0742,0.0006,3,2,0,0
9.57,EUR,BR,CA,1,7,0.0437,0.1065,1,1,2,0
124.91,EUR,NG,DE,1,9,0.0771,0.0205,2,0,1,0
20.84,EUR,US,BR,1,7,0.0631,0.0029,0,2,1,0
34.07,AUD,GB,BR,1,3,0.1673,0.0244,1,2,2,0
44.11,CAD,CA,CA,0,9,0.139,0.0121,2,1,1,0
56.79,GBP,DE,AU,1,3,0.2288,0.0154,6,0,3,0
38.72,CAD,CN,CN,0,3,0.1174,0.0045,5,0,3,0
51.04,USD,BR,CA,1,6,0.0306,0.0168,3,1,2,0
51.44,CAD,DE,IN,1,5,0.1063,0.0007,4,0,1,0
34.92,EUR,CN,GB,1,10,0.1464,0.0091,2,2,1,0
25.2,EUR,FR,NG,1,4,0.1069,0.0088,0,0,1,0
161.01,USD,AU,GB,1,8,0.0667,0.0104,1,2,4,0
6.66,USD,FR,CA,1,4,0.0213,0.0016,1,1,3,0
44.45,CAD,GB,FR,1,13,0.1775,0.0038,3,0,1,0
34.16,AUD,CN,DE,1,7,0.0484,0.0282,4,1,3,0
83.0,AUD,US,GB,1,5,0.2036,0.0202,1,0,3,0
12.75,EUR,GB,IN,1,7,0.0361,0.0277,0,0,1,0
33.12,CAD,CA,US,1,14,0.0874,0.0141,2,1,0,0
49.29,USD,CA,CN,1,12,0.0284,0.0194,1,0,2,0
159.19,CAD,GB,US,1,10,0.0398,0.0018,2,0,2,0
76.11,GBP,US,DE,1,10,0.0261,0.0009,1,0,0,0
16.72,AUD,IN,CN,1,8,0.1839,0.0236,3,1,3,0
33.53,USD,CN,GB,1,5,0.1896,0.0271,3,2,1,0
132.43,CAD,GB,US,1,7,0.0286,0.0495,0,1,4,0
16.43,GBP,CA,BR,1,8,0.1774,0.0035,2,1,0,0
50.47,GBP,AU,US,1,8,0.105,0.0,3,0,1,0
54.1,GBP,CN,NG,1,7,0.0507,0.0106,2,0,3,0
37.12,CAD,IN,FR,1,7,0.0605,0.0059,3,1,1,0
808.96,GBP,BR,NG,1,4,0.1899,0.0008,1,2,1,0
36.14,GBP,AU,CA,1,8,0.0693,0.0102,0,0,0,0
85.61,GBP,FR,GB,1,11,0.0599,0.0066,2,3,0,0
25.37,USD,GB,CN,1,13,0.0399,0.0614,1,0,1,0
92.55,CAD,NG,BR,1,8,0.118,0.0159,4,2,3,0
130.42,CAD,NG,CN,1,5,0.0613,0.0467,0,1,1,0
30.33,GBP,US,DE,1,8,0.0939,0.0018,4,0,2,0
51.69,CAD,BR,FR,1,8,0.146,0.01,1,2,2,0
22.3,EUR,US,AU,1,5,0.0592,0.0125,4,1,0,0
17.38,EUR,BR,FR,1,4,0.0733,0.0133,2,1,1,0
153.98,AUD,NG,CA,1,9,0.2866,0.0345,3,1,1,0
31.37,AUD,GB,DE,1,12,0.0215,0.0016,4,0,2,0
4.89,AUD,FR,IN,1,9,0.0941,0.0061,0,1,0,0
319.05,USD,GB,US,1,6,0.1015,0.0085,4,0,2,0
24.48,GBP,AU,DE,1,7,0.0414,0.0542,3,1,2,0
42.68,CAD,CN,CA,1,6,0.1853,0.001,1,1,3,0
281.72,USD,US,US,0,6,0.1071,0.0139,1,1,2,0
47.38,AUD,DE,GB,1,9,0.0103,0.0068,4,0,1,0
46.37,CAD,CN,FR,1,12,0.055,0.0292,2,1,2,0
15.99,EUR,DE,GB,1,7,0.0865,0.0009,1,2,1,0
10.65,GBP,GB,DE,1,10,0.1561,0.0004,1,1,2,0
46.23,AUD,FR,AU,1,8,0.0797,0.0085,1,2,6,0
78.48,AUD,AU,NG,1,3,0.0293,0.0276,1,0,2,0
74.11,AUD,IN,US,1,6,0.0957,0.0444,0,3,2,0
33.74,AUD,DE,FR,1,9,0.0809,0.0201,3,0,1,0
55.72,CAD,CN,GB,1,8,0.0646,0.0126,4,1,1,0
8.7,AUD,AU,FR,1,7,0.2608,0.0132,1,0,2,0
86.5,AUD,CA,FR,1,8,0.0083,0.0414,1,1,2,0
64.16,USD,CN,BR,1,7,0.0319,0.0006,1,2,0,1
392.94,CAD,CN,FR,1,11,0.0632,0.0048,6,0,4,0
55.01,EUR,FR,CN,1,8,0.1057,0.0424,3,0,2,0
21.27,GBP,US,GB,1,12,0.0194,0.0173,2,1,0,0
51.9,USD,AU,US,1,11,0.084,0.0588,2,1,2,0
39.34,CAD,AU,US,1,11,0.1149,0.0467,4,2,0,0
84.33,AUD,GB,DE,1,11,0.0608,0.0058,0,0,0,0
56.09,GBP,IN,GB,1,13,0.1076,0.0445,0,0,1,0
15.49,CAD,NG,US,1,5,0.1481,0.0785,1,2,4,1
10.64,EUR,GB,CA,1,8,0.1489,0.0041,3,1,6,0
71.02,CAD,BR,CN,1,9,0.1459,0.018,3,1,1,0
217.7,USD,GB,NG,1,9,0.0979,0.076,3,1,2,0
59.11,AUD,BR,US,1,5,0.1135,0.0494,1,1,1,0
123.14,EUR,FR,CN,1,11,0.0515,0.0142,1,2,2,0
150.33,GBP,US,CA,1,8,0.025,0.0073,0,1,2,0
71.29,AUD,CN,FR,1,8,0.0666,0.0149,2,0,0,0
24.18,USD,GB,DE,1,6,0.0677,0.0005,1,0,1,0
66.37,AUD,AU,FR,1,13,0.045,0.0084,1,1,0,0
182.56,CAD,GB,BR,1,6,0.1484,0.0096,2,2,2,0
92.75,AUD,CN,BR,1,12,0.0871,0.0025,1,0,0,0
115.38,GBP,BR,AU,1,11,0.0253,0.0375,1,1,4,1
34.38,EUR,NG,IN,1,12,0.1065,0.0734,2,0,0,0
44.6,GBP,FR,BR,1,8,0.0713,0.0117,1,1,0,0
48.49,GBP,FR,GB,1,12,0.1082,0.0161,2,1,0,0
51.87,AUD,IN,DE,1,8,0.0458,0.0073,5,1,0,0
175.56,GBP,BR,GB,1,8,0.0736,0.0155,1,2,0,0
5.22,GBP,NG,BR,1,4,0.047,0.0849,4,1,1,0
56.29,USD,US,FR,1,5,0.1037,0.0004,1,1,3,0
50.43,EUR,IN,IN,0,10,0.0591,0.002,3,1,3,0
13.85,GBP,GB,AU,1,9,0.225,0.0088,4,1,1,0
106.89,EUR,CA,CA,0,11,0.121,0.0066,2,1,1,0
26.46,EUR,NG,GB,1,14,0.123,0.0294,0,2,1,0
38.21,USD,CA,CN,1,8,0.1076,0.0603,2,1,2,0
346.81,AUD,BR,CA,1,5,0.0672,0.0511,0,0,1,0
149.9,AUD,FR,GB,1,2,0.0821,0.0281,3,1,3,0
96.98,EUR,CA,DE,1,5,0.0618,0.0199,0,0,0,0
79.9,USD,DE,CN,1,15,0.0394,0.0091,2,1,0,0
46.31,AUD,AU,CA,1,7,0.2157,0.0333,0,0,2,0
403.18,AUD,BR,CN,1,8,0.1124,0.0,1,4,2,0
121.77,AUD,IN,FR,1,6,0.0325,0.029,4,0,1,0
25.8,GBP,CN,NG,1,11,0.0902,0.015,0,1,2,0
13.46,CAD,NG,IN,1,8,0.0306,0.0085,2,0,0,0
96.24,CAD,BR,US,1,7,0.0811,0.0167,1,1,1,0
51.63,EUR,IN,AU,1,8,0.0396,0.0179,3,0,0,0
13.08,GBP,CA,FR,1,5,0.073,0.0211,2,1,2,0
83.81,EUR,FR,CA,1,13,0.1147,0.0085,1,0,0,0
41.72,CAD,GB,AU,1,8,0.0244,0.0447,3,5,4,0
92.82,AUD,DE,GB,1,11,0.0975,0.0011,2,1,0,0
84.92,USD,CN,IN,1,6,0.0695,0.0288,0,1,3,0
29.72,USD,FR,NG,1,9,0.0197,0.0012,1,5,1,0
102.81,EUR,GB,US,1,10,0.0876,0.0059,2,2,0,0
33.18,USD,IN,FR,1,3,0.1248,0.0018,2,2,3,0
35.41,USD,CN,IN,1,9,0.1608,0.001,1,0,2,0
32.06,AUD,NG,US,1,12,0.0263,0.0058,2,0,2,0
169.18,GBP,CA,DE,1,7,0.1112,0.0107,1,0,1,0
41.24,CAD,FR,CA,1,5,0.0792,0.0034,2,2,3,0
215.39,GBP,AU,US,1,15,0.0208,0.0062,1,0,2,0
324.89,CAD,CA,NG,1,4,0.1423,0.0051,4,2,2,1
26.08,CAD,CA,FR,1,8,0.0288,0.0002,3,1,1,0
2.94,USD,CA,BR,1,8,0.1562,0.0122,1,0,0,0
155.17,USD,CN,AU,1,5,0.0201,0.0068,1,4,1,1
38.78,GBP,BR,NG,1,7,0.0305,0.0322,1,0,0,0
22.96,EUR,NG,CN,1,6,0.2107,0.05,1,0,1,0
30.3,AUD,NG,IN,1,3,0.0584,0.0014,1,0,1,0
36.06,EUR,CN,DE,1,6,0.0885,0.0037,2,1,2,0
199.78,EUR,GB,FR,1,6,0.0614,0.0054,1,1,0,0
64.07,GBP,NG,NG,0,8,0.1502,0.0204,3,0,0,0
197.08,USD,US,FR,1,4,0.0602,0.0445,2,0,0,0
89.5,AUD,FR,AU,1,6,0.0417,0.0289,0,0,2,0
40.08,USD,AU,GB,1,13,0.1276,0.0532,5,1,5,0
36.95,AUD,DE,CN,1,5,0.061,0.0327,2,1,0,0
95.74,CAD,GB,IN,1,10,0.2043,0.0097,2,5,4,0
124.02,AUD,GB,DE,1,10,0.0484,0.0315,2,0,0,0
147.94,EUR,NG,AU,1,7,0.0194,0.0055,3,1,2,0
42.03,AUD,DE,FR,1,7,0.1071,0.023,1,1,0,0
65.05,AUD,DE,GB,1,12,0.1005,0.0362,4,1,2,0
97.91,GBP,CN,NG,1,7,0.1373,0.0326,1,0,2,0
37.19,EUR,GB,NG,1,4,0.1354,0.0241,1,0,3,0
17.55,USD,CN,NG,1,3,0.0555,0.0524,2,1,2,0
24.38,USD,CN,DE,1,7,0.1296,0.0117,1,2,2,0
42.9,GBP,AU,CA,1,5,0.1857,0.0487,1,3,2,0
105.87,AUD,GB,US,1,9,0.0371,0.0026,2,0,3,0
192.28,GBP,GB,BR,1,13,0.027,0.0197,3,0,2,0
14.07,AUD,CA,DE,1,3,0.2981,0.0264,2,1,0,0
30.04,CAD,AU,NG,1,9,0.044,0.011,0,0,2,0
38.17,CAD,GB,NG,1,11,0.0274,0.045,2,1,2,0
120.87,CAD,FR,GB,1,13,0.0628,0.008,0,0,0,0
32.2,AUD,GB,CN,1,5,0.0056,0.0063,4,1,4,0
35.53,AUD,AU,GB,1,5,0.098,0.0299,4,0,1,0
13.3,USD,US,FR,1,2,0.0237,0.0006,1,2,4,0
88.54,GBP,BR,FR,1,10,0.1039,0.0087,1,0,2,0
46.46,GBP,US,CN,1,7,0.2539,0.0158,4,1,2,0
28.39,AUD,GB,IN,1,12,0.0141,0.0115,0,1,4,0
42.12,EUR,GB,NG,1,12,0.0913,0.0253,2,0,2,1
168.51,AUD,NG,AU,1,6,0.0387,0.0511,2,2,1,0
19.99,GBP,US,NG,1,12,0.041,0.0017,0,1,1,0
23.53,AUD,FR,NG,1,7,0.0654,0.0144,2,0,4,0
191.0,CAD,AU,NG,1,5,0.061,0.0053,1,1,1,0
58.9,EUR,AU,FR,1,7,0.0906,0.0067,2,0,0,1
106.67,AUD,IN,DE,1,10,0.0739,0.0065,4,2,4,0
81.59,USD,NG,CN,1,9,0.0809,0.0032,0,0,0,0
52.7,USD,DE,BR,1,8,0.0776,0.0409,2,0,1,0
38.54,GBP,NG,CN,1,4,0.0205,0.0152,3,1,2,0
125.41,EUR,DE,AU,1,9,0.1781,0.0105,0,0,3,0
174.57,USD,CN,CN,0,8,0.0148,0.0182,2,0,1,0
161.45,AUD,AU,BR,1,5,0.0623,0.0046,2,0,0,0
16.69,USD,BR,BR,0,8,0.1978,0.0021,3,1,3,0
201.32,GBP,NG,GB,1,7,0.1467,0.0069,1,3,2,0
38.17,EUR,BR,AU,1,16,0.0664,0.0159,2,0,1,0
25.66,EUR,NG,BR,1,8,0.0473,0.0316,4,1,1,0
46.09,EUR,AU,BR,1,4,0.0883,0.0283,4,0,6,1
125.35,EUR,US,CN,1,11,0.2536,0.0184,1,1,3,0
93.73,CAD,FR,DE,1,13,0.0541,0.0363,2,1,3,0
42.29,EUR,GB,DE,1,6,0.0581,0.0131,2,2,1,0
126.17,CAD,NG,CN,1,4,0.0673,0.0045,2,2,2,0
62.79,GBP,CA,CN,1,8,0.0053,0.0187,4,1,0,0
30.79,CAD,CA,GB,1,7,0.1195,0.0172,1,1,2,0
26.9,GBP,CA,DE,1,6,0.1218,0.0164,2,1,3,0
82.29,EUR,IN,CN,1,10,0.0752,0.016,1,2,2,0
50.27,GBP,AU,GB,1,12,0.0851,0.0569,5,0,1,0
13.8,CAD,CN,BR,1,9,0.0523,0.0022,3,1,1,0
127.38,GBP,FR,GB,1,9,0.1311,0.0069,7,1,2,0
33.78,AUD,CA,GB,1,8,0.0644,0.0274,3,1,2,0
268.3,GBP,US,BR,1,8,0.0341,0.026,5,1,3,0
13.42,EUR,US,IN,1,14,0.029,0.0102,1,1,1,0
45.57,USD,DE,AU,1,5,0.0742,0.0576,2,1,0,0
27.11,EUR,CN,NG,1,12,0.0222,0.0158,0,2,1,0
20.59,USD,AU,DE,1,14,0.0514,0.0332,0,0,0,0
33.56,USD,NG,AU,1,10,0.076,0.0003,2,1,1,0
320.72,EUR,GB,IN,1,9,0.1806,0.0384,4,0,1,0
63.01,EUR,US,BR,1,8,0.0734,0.0005,1,0,2,0
24.74,AUD,NG,DE,1,11,0.0627,0.0312,2,1,4,0
8.77,CAD,GB,IN,1,9,0.0818,0.0048,1,1,2,0
9.76,CAD,US,FR,1,7,0.1801,0.0061,0,2,1,0
31.93,GBP,FR,AU,1,9,0.0614,0.0491,1,2,4,0
28.97,USD,CN,NG,1,8,0.0211,0.0027,0,1,0,0
43.64,AUD,IN,DE,1,5,0.0588,0.0078,0,0,1,1
5.63,GBP,US,IN,1,9,0.033,0.042,2,2,2,0
49.82,GBP,NG,CN,1,7,0.0209,0.0063,0,1,0,0
152.59,CAD,NG,BR,1,5,0.0146,0.0238,0,1,1,1
276.67,USD,NG,CN,1,13,0.0594,0.0005,1,1,0,0
8.21,GBP,CN,AU,1,7,0.0854,0.0013,1,3,1,0
24.5,CAD,CA,CA,0,6,0.1138,0.0131,1,0,1,0
23.24,CAD,CN,CN,0,10,0.0997,0.001,0,2,1,0
63.16,GBP,DE,IN,1,8,0.0421,0.0263,3,0,1,0
16.12,AUD,NG,CA,1,8,0.207,0.0154,3,2,0,0
293.61,AUD,AU,DE,1,7,0.0608,0.0081,1,0,0,0
57.03,USD,BR,CA,1,6,0.1769,0.0014,4,1,0,0
48.27,USD,IN,NG,1,6,0.1022,0.0002,2,1,2,0
268.46,GBP,IN,US,1,7,0.0501,0.0222,3,0,0,0
53.73,AUD,IN,BR,1,6,0.044,0.0379,1,0,0,0
81.48,GBP,BR,AU,1,4,0.0672,0.0054,2,0,1,0
25.77,EUR,BR,US,1,9,0.1109,0.0226,3,0,3,0
13.87,GBP,GB,IN,1,7,0.1127,0.011,4,1,1,0
29.66,AUD,NG,BR,1,6,0.127,0.0195,3,1,1,1
486.37,USD,AU,BR,1,6,0.0736,0.0047,2,1,2,0
102.82,GBP,DE,AU,1,7,0.1032,0.0119,2,1,2,0
71.85,CAD,AU,DE,1,8,0.0938,0.0044,2,1,1,0
20.57,EUR,CN,GB,1,15,0.0484,0.0313,0,0,2,0
135.81,USD,NG,US,1,16,0.058,0.0027,3,4,3,0
14.05,CAD,NG,DE,1,6,0.1038,0.0069,7,0,3,0
11.39,CAD,FR,IN,1,9,0.0337,0.0021,3,1,1,0
31.22,CAD,BR,US,1,7,0.0958,0.0012,3,1,3,0
385.48,CAD,DE,CN,1,8,0.0619,0.0294,1,3,1,0
364.27,CAD,IN,AU,1,7,0.0084,0.0097,2,1,0,0
34.77,EUR,IN,CA,1,10,0.1216,0.0023,2,1,2,0
27.82,USD,CA,CN,1,7,0.0474,0.0564,2,1,1,0
10.59,AUD,CA,GB,1,7,0.1251,0.0279,2,2,0,0
59.03,EUR,US,CN,1,9,0.0432,0.0044,3,2,4,0
64.2,AUD,GB,CA,1,7,0.1145,0.0326,2,0,0,0
120.25,GBP,FR,DE,1,11,0.0502,0.0545,2,1,4,0
135.74,GBP,FR,FR,0,12,0.0578,0.0138,3,1,1,0
44.82,USD,GB,CN,1,6,0.1727,0.0471,0,0,2,0
95.2,AUD,FR,CA,1,14,0.1683,0.0039,1,0,0,0
27.1,GBP,IN,CN,1,7,0.0893,0.0321,3,2,3,0
93.41,AUD,CA,DE,1,8,0.0168,0.0131,3,0,3,0
32.88,CAD,DE,CA,1,5,0.0374,0.0381,0,3,0,0
86.44,USD,DE,IN,1,8,0.04,0.0174,1,1,2,0
79.72,AUD,AU,IN,1,10,0.0553,0.0037,1,2,2,0
58.49,GBP,DE,DE,0,11,0.0339,0.0391,3,1,2,0
120.85,USD,BR,GB,1,8,0.1848,0.0123,0,1,0,0
11.35,GBP,DE,DE,0,11,0.102,0.0245,0,3,1,0
18.82,CAD,FR,AU,1,5,0.0737,0.0273,3,2,2,1
41.68,CAD,DE,US,1,7,0.1035,0.0338,1,1,2,0
12.89,EUR,GB,US,1,10,0.0252,0.0076,3,2,1,0
36.35,AUD,IN,CN,1,6,0.2282,0.0051,1,0,1,0
37.54,EUR,CA,US,1,9,0.0689,0.0042,2,1,1,0
202.29,GBP,CA,FR,1,9,0.1019,0.0016,2,1,1,0
62.96,AUD,BR,BR,0,13,0.1459,0.0317,0,0,1,0
152.85,USD,CN,DE,1,6,0.0199,0.0322,0,2,0,0
73.82,GBP,IN,FR,1,7,0.0852,0.0037,2,0,2,0
31.96,GBP,CN,US,1,4,0.0585,0.0407,4,2,0,0
62.41,CAD,NG,BR,1,7,0.0459,0.0188,5,2,1,1
113.23,CAD,FR,IN,1,5,0.083,0.019,3,1,2,0
180.08,CAD,BR,NG,1,4,0.087,0.0117,1,0,1,0
47.83,EUR,DE,NG,1,6,0.1085,0.0135,2,2,1,1
10.51,GBP,FR,DE,1,3,0.0568,0.0247,0,0,2,0
9.8,USD,AU,US,1,3,0.0636,0.0242,0,0,5,0
39.39,AUD,CN,DE,1,6,0.0932,0.0467,1,0,2,0
5.27,EUR,NG,GB,1,7,0.0923,0.0161,1,0,3,0
328.69,GBP,FR,AU,1,12,0.1894,0.0211,2,0,1,0
99.18,CAD,IN,GB,1,9,0.0483,0.0577,2,2,1,0
28.91,CAD,CA,CN,1,10,0.1574,0.0152,2,1,1,0
18.0,USD,NG,IN,1,3,0.0334,0.0395,0,1,1,0
152.65,CAD,AU,CA,1,14,0.1006,0.0074,2,2,2,0
17.93,EUR,AU,CN,1,4,0.0732,0.0206,4,1,2,0
19.72,GBP,BR,BR,0,12,0.0285,0.0071,0,1,2,0
25.38,USD,IN,FR,1,9,0.0954,0.0074,0,1,1,0
61.2,CAD,US,GB,1,10,0.116,0.0108,2,0,3,0
101.57,GBP,CA,DE,1,11,0.1587,0.0188,1,1,1,0
179.95,USD,GB,AU,1,9,0.1413,0.028,0,1,2,0
155.24,USD,BR,BR,0,9,0.1522,0.0228,4,0,0,0
54.64,CAD,US,CA,1,5,0.3102,0.0463,2,2,1,0
151.49,USD,CA,BR,1,10,0.0291,0.0001,3,1,2,0
27.91,GBP,AU,CA,1,9,0.0685,0.0137,1,4,1,0
8.84,CAD,IN,CA,1,14,0.1534,0.0052,1,1,1,0
27.91,AUD,AU,FR,1,7,0.194,0.0016,2,1,0,0
24.38,USD,NG,GB,1,11,0.0387,0.0158,2,0,1,0
29.02,EUR,CN,FR,1,4,0.0395,0.0157,3,2,4,0
20.92,USD,GB,DE,1,8,0.1057,0.0034,4,0,0,0
34.43,AUD,CN,CA,1,10,0.1297,0.0127,1,4,2,0
101.5,GBP,IN,BR,1,12,0.0725,0.0117,3,0,3,0
303.46,AUD,IN,DE,1,7,0.1132,0.0295,3,1,0,0
9.72,USD,US,IN,1,7,0.0668,0.0941,0,1,1,0
15.06,CAD,IN,BR,1,3,0.1329,0.0019,0,1,1,0
24.74,USD,BR,IN,1,13,0.0044,0.0013,2,0,1,0
117.42,USD,AU,CA,1,7,0.1597,0.0042,4,0,4,0
44.48,GBP,US,NG,1,7,0.0511,0.0185,5,0,0,0
26.47,EUR,AU,CA,1,13,0.1111,0.0221,0,0,2,0
111.8,EUR,CN,CA,1,10,0.0316,0.002,2,0,3,0
142.08,USD,BR,NG,1,4,0.0567,0.0221,3,1,1,0
53.58,GBP,GB,DE,1,17,0.2427,0.0219,2,1,3,0
24.14,EUR,CN,IN,1,10,0.1664,0.037,1,2,2,0
71.54,AUD,CN,US,1,9,0.0512,0.0115,2,2,3,0
43.24,CAD,GB,IN,1,11,0.0675,0.0018,2,3,0,0
42.9,GBP,NG,NG,0,7,0.1267,0.0114,2,0,2,0
32.71,CAD,FR,BR,1,7,0.1314,0.0025,0,0,0,0
137.69,GBP,AU,AU,0,5,0.0445,0.0342,1,0,2,0
70.1,GBP,FR,NG,1,11,0.0612,0.0162,0,1,2,0
153.81,AUD,BR,CA,1,9,0.1529,0.0388,1,2,3,0
207.75,GBP,CN,DE,1,6,0.1548,0.0007,2,1,1,0
86.4,GBP,BR,US,1,2,0.1227,0.0031,4,1,1,1
32.9,GBP,CN,IN,1,7,0.1038,0.0135,3,1,0,0
154.52,CAD,CN,BR,1,9,0.1853,0.0359,2,1,1,0
86.98,CAD,US,BR,1,7,0.0573,0.0,1,1,2,0
737.57,GBP,CA,BR,1,8,0.062,0.0204,3,0,3,0
74.45,USD,BR,GB,1,4,0.2018,0.0167,2,1,1,0
109.69,CAD,AU,IN,1,7,0.0337,0.0257,1,1,0,0
73.0,GBP,US,BR,1,7,0.0618,0.0082,1,3,2,0
49.45,AUD,US,CA,1,7,0.047,0.0116,0,0,3,0
42.15,AUD,AU,FR,1,9,0.0649,0.0084,1,2,0,0
73.28,USD,IN,CN,1,3,0.0305,0.0297,2,0,2,0
91.94,AUD,GB,FR,1,3,0.0592,0.0012,2,1,2,0
173.19,AUD,GB,BR,1,9,0.1034,0.0115,0,1,2,0
74.35,AUD,GB,AU,1,8,0.1539,0.0547,1,2,2,0
34.37,GBP,AU,IN,1,10,0.1208,0.0193,3,2,4,0
39.38,EUR,US,IN,1,7,0.0664,0.0286,0,2,1,0
14.54,CAD,AU,IN,1,5,0.0413,0.0203,2,0,3,0
287.5,AUD,FR,BR,1,6,0.1176,0.0128,1,0,3,0
31.78,GBP,FR,CN,1,1,0.0651,0.0137,1,4,3,0
143.66,AUD,IN,CA,1,8,0.0804,0.0426,1,1,0,0
71.99,EUR,AU,CN,1,4,0.1828,0.0175,3,1,0,0
73.98,AUD,BR,IN,1,4,0.1214,0.0025,2,1,2,0
48.55,USD,BR,AU,1,13,0.1224,0.0336,2,0,3,0
24.83,AUD,CN,DE,1,8,0.1611,0.0092,2,1,1,0
20.73,AUD,BR,FR,1,11,0.0073,0.1162,3,3,3,0
307.5,CAD,AU,IN,1,4,0.0515,0.0027,0,0,1,0
61.19,CAD,FR,DE,1,14,0.0416,0.0076,1,1,1,0
168.22,GBP,CA,CA,0,6,0.12,0.0293,3,2,0,0
218.09,AUD,AU,NG,1,8,0.0685,0.0263,3,3,3,0
36.2,USD,GB,FR,1,11,0.1649,0.0207,2,1,3,0
83.39,EUR,CN,IN,1,7,0.0785,0.0113,1,3,2,1
57.11,USD,NG,US,1,8,0.037,0.0093,2,0,2,0
17.16,EUR,GB,US,1,6,0.1338,0.021,1,0,1,0
45.35,GBP,BR,NG,1,9,0.084,0.0068,2,0,0,0
98.25,EUR,GB,GB,0,4,0.076,0.0743,5,1,1,0
33.15,GBP,BR,BR,0,7,0.0286,0.0276,2,0,1,0
39.45,EUR,US,CN,1,8,0.006,0.0115,4,1,3,0
45.91,EUR,FR,FR,0,12,0.0777,0.0012,1,2,1,0
451.03,GBP,IN,NG,1,8,0.0928,0.0057,0,1,0,0
8.72,EUR,BR,FR,1,10,0.0668,0.0188,1,1,1,0
90.17,AUD,FR,CN,1,9,0.0324,0.0055,1,0,1,0
42.38,AUD,CN,CA,1,11,0.1258,0.003,2,0,1,0
28.77,AUD,BR,FR,1,7,0.0893,0.0323,2,0,0,0
41.35,USD,CA,DE,1,8,0.0439,0.0008,2,1,2,0
106.42,GBP,IN,BR,1,7,0.1441,0.0136,0,0,1,0
112.68,CAD,BR,US,1,8,0.1279,0.0017,1,1,1,0
65.76,EUR,DE,NG,1,10,0.0701,0.034,1,0,3,0
162.84,EUR,BR,US,1,11,0.0641,0.0228,1,1,0,0
194.19,CAD,NG,DE,1,8,0.0607,0.004,1,1,1,0
123.52,USD,NG,AU,1,10,0.043,0.0078,1,2,4,0
31.62,CAD,BR,GB,1,8,0.0588,0.0024,2,1,0,0
89.52,GBP,IN,FR,1,11,0.0212,0.0163,1,1,3,0
89.95,CAD,CA,CN,1,6,0.0249,0.0224,2,1,1,0
24.15,CAD,BR,NG,1,11,0.0476,0.0037,1,1,2,0
11.37,GBP,DE,US,1,5,0.0836,0.029,1,3,0,0
7.22,GBP,AU,AU,0,4,0.2537,0.0187,2,0,1,0
58.55,USD,DE,AU,1,7,0.0226,0.0006,4,4,3,0
73.56,AUD,DE,US,1,8,0.0501,0.0051,2,0,2,0
16.75,USD,GB,IN,1,8,0.0603,0.0142,1,0,2,0
155.4,AUD,CN,AU,1,11,0.0954,0.0112,0,2,5,0
63.57,AUD,GB,IN,1,5,0.0492,0.0099,3,2,2,0
210.49,CAD,US,CA,1,9,0.0767,0.0239,2,2,2,0
79.09,CAD,CN,CA,1,9,0.1395,0.0133,1,2,1,0
18.8,USD,AU,BR,1,11,0.176,0.0163,5,2,1,0
86.34,AUD,FR,BR,1,9,0.0593,0.0041,5,2,0,0
106.71,GBP,BR,GB,1,11,0.0313,0.0154,3,2,1,0
31.58,EUR,DE,CA,1,6,0.0556,0.0236,2,4,3,0
12.91,CAD,GB,AU,1,10,0.0269,0.0087,0,1,1,0
60.36,GBP,BR,NG,1,5,0.1125,0.023,4,2,0,0
20.07,EUR,GB,CA,1,10,0.1604,0.0226,0,2,3,0
167.48,EUR,AU,CA,1,8,0.0302,0.0055,2,1,2,0
36.34,USD,CN,NG,1,7,0.1069,0.0292,3,1,0,0
306.31,AUD,CN,IN,1,8,0.0814,0.0004,1,1,2,0
6.53,CAD,DE,CN,1,9,0.0927,0.0392,1,3,1,0
62.48,EUR,BR,BR,0,5,0.1649,0.0004,2,1,0,0
228.01,CAD,IN,CN,1,7,0.0532,0.0108,2,0,1,0
22.41,CAD,FR,GB,1,3,0.1197,0.0232,2,0,0,0
46.56,USD,GB,CA,1,6,0.173,0.0235,1,5,0,0
36.49,USD,DE,CA,1,12,0.0891,0.0172,1,2,1,0
27.56,EUR,IN,US,1,4,0.1708,0.0014,4,0,2,0
69.73,USD,CN,BR,1,14,0.1671,0.0021,0,1,1,0
14.95,AUD,US,IN,1,6,0.0734,0.0105,2,1,2,0
48.86,USD,BR,US,1,4,0.2276,0.0567,2,0,2,0
91.47,AUD,NG,GB,1,4,0.112,0.0057,1,0,3,0
44.03,GBP,CN,GB,1,6,0.0947,0.0281,2,2,3,0
20.08,USD,FR,FR,0,9,0.1256,0.1443,1,0,4,0
152.96,AUD,GB,FR,1,6,0.2839,0.0477,2,0,4,0
113.32,USD,CA,CA,0,5,0.0488,0.0251,3,2,1,0
19.28,AUD,NG,CN,1,9,0.149,0.027,1,0,7,0
14.97,USD,NG,CA,1,3,0.2452,0.0447,4,0,0,0
21.07,CAD,IN,AU,1,11,0.0566,0.0132,1,1,2,0
